player,team,minute,second,event,raw_event,period,x,y,endX,endY,outcome
Maxence Caqueret,Como,81,12,Pass,Pass,SecondHalf,27.1,73.2,24.6,62.6,Successful
Máximo Perrone,Como,81,13,Pass,Pass,SecondHalf,26.6,49.9,32.2,46.8,Successful
Maxence Caqueret,Como,81,14,Pass,Pass,SecondHalf,32.2,47.1,22.4,47.1,Successful
Máximo Perrone,Como,81,16,Pass,Pass,SecondHalf,23.0,47.5,24.0,25.5,Successful
Jacobo Ramón,Como,81,18,Pass,Pass,SecondHalf,24.0,25.5,32.4,25.8,Successful
Samuele Ricci,Como,81,23,Pass,Pass,SecondHalf,31.8,25.4,23.8,10.9,Successful
Yan Couto,Como,81,26,Pass,Pass,SecondHalf,21.6,10.1,4.6,45.7,Successful
Jean Butez,Como,81,27,Pass,Pass,SecondHalf,1.8,46.9,7.8,73.2,Successful
Trevoh Chalobah,Como,81,30,Pass,Pass,SecondHalf,12.6,74.2,20.1,89.8,Successful
Álex Valle,Como,81,34,Long Pass,Pass,SecondHalf,20.2,87.7,3.8,47.2,Successful
Jean Butez,Como,81,37,Pass,Pass,SecondHalf,3.9,47.1,13.9,7.9,Successful
Yan Couto,Como,81,42,Long Pass,Pass,SecondHalf,14.0,8.5,72.5,19.2,Unsuccessful
Mikael Ellertsson,Genoa,81,46,Pass,Pass,SecondHalf,27.4,80.9,5.0,66.6,Successful
Justin Bijlow,Genoa,81,49,Ball Recovery,BallRecovery,SecondHalf,5.0,65.5,0.0,0.0,Successful
Justin Bijlow,Genoa,81,51,Pass,Pass,SecondHalf,7.2,53.9,19.3,24.3,Successful
Kingsley Ehizibue,Genoa,81,58,Pass,Pass,SecondHalf,29.4,30.9,25.7,61.4,Successful
Johan Vásquez,Genoa,82,3,Pass,Pass,SecondHalf,35.3,76.3,40.4,93.3,Successful
Mikael Ellertsson,Genoa,82,6,Pass,Pass,SecondHalf,41.2,92.4,34.6,72.0,Successful
Johan Vásquez,Genoa,82,9,Pass,Pass,SecondHalf,33.6,66.9,32.3,28.6,Successful
Kingsley Ehizibue,Genoa,82,15,Pass,Pass,SecondHalf,38.7,24.1,43.6,5.5,Successful
Vítinha,Genoa,82,19,Chipped Pass,Pass,SecondHalf,43.8,5.2,61.2,7.0,Successful
Alex Amorim,Genoa,82,23,Pass,Pass,SecondHalf,63.8,21.3,62.5,29.5,Successful
Junior Messias,Genoa,82,24,Pass,Pass,SecondHalf,62.8,28.8,64.3,14.4,Successful
Vítinha,Genoa,82,26,Cross,Pass,SecondHalf,76.1,6.6,87.8,38.5,Successful
Milutin Osmajic,Genoa,82,30,Loss of Possession,Dispossessed,SecondHalf,91.7,41.0,0.0,0.0,Successful
Jacobo Ramón,Como,82,31,Was Dribbled,Tackle,SecondHalf,8.4,59.0,0.0,0.0,Unsuccessful
Ethan Meichtry,Genoa,82,31,Loss of Possession,Dispossessed,SecondHalf,88.1,40.8,0.0,0.0,Successful
Trevoh Chalobah,Como,82,32,Was Dribbled,Tackle,SecondHalf,11.9,59.2,0.0,0.0,Unsuccessful
Ethan Meichtry,Genoa,82,32,Loss of Possession,Dispossessed,SecondHalf,88.1,40.6,0.0,0.0,Successful
Trevoh Chalobah,Como,82,32,Successful Tackle,Tackle,SecondHalf,11.9,59.4,0.0,0.0,Successful
Trevoh Chalobah,Como,82,34,Clearance,Clearance,SecondHalf,7.4,58.9,10.5,80.8,Successful
Vítinha,Genoa,82,34,Cross,Pass,SecondHalf,87.5,18.8,89.0,29.1,Unsuccessful
Álex Valle,Como,82,34,Clearance,Clearance,SecondHalf,11.0,70.9,0.0,0.0,Successful
Maxence Caqueret,Como,82,36,Ball Recovery,BallRecovery,SecondHalf,21.9,81.4,0.0,0.0,Successful
Maxence Caqueret,Como,82,36,Key Pass,Pass,SecondHalf,23.8,75.3,30.0,68.8,Successful
Samuele Ricci,Como,82,46,Shot on Target,SavedShot,SecondHalf,75.0,40.3,0.0,0.0,Successful
Justin Bijlow,Genoa,82,47,Save,Save,SecondHalf,3.0,50.1,0.0,0.0,Successful
Justin Bijlow,Genoa,82,50,KeeperPickup,KeeperPickup,SecondHalf,1.4,48.5,0.0,0.0,Successful
Justin Bijlow,Genoa,82,57,Long Pass,Pass,SecondHalf,10.8,55.1,38.8,87.4,Successful
Moise Kean,Como,83,0,Offside,OffsideGiven,SecondHalf,62.0,68.1,0.0,0.0,Unsuccessful
Jacobo Ramón,Como,83,1,Challenge,Challenge,SecondHalf,33.4,10.6,0.0,0.0,Unsuccessful
Ethan Meichtry,Genoa,83,1,Successful Dribble,TakeOn,SecondHalf,66.6,89.4,0.0,0.0,Successful
Ethan Meichtry,Genoa,83,9,Key Pass,Pass,SecondHalf,81.0,84.4,75.5,21.2,Successful
Vítinha,Genoa,83,15,Shot on Target,SavedShot,SecondHalf,76.2,38.3,0.0,0.0,Successful
Jean Butez,Como,83,15,Save,Save,SecondHalf,3.6,49.1,0.0,0.0,Successful
Jean Butez,Como,83,37,KeeperPickup,KeeperPickup,SecondHalf,3.1,46.9,0.0,0.0,Successful
Jean Butez,Como,83,38,Long Pass,OffsidePass,SecondHalf,8.1,45.6,62.0,68.1,Successful
Leo Østigård,Genoa,83,38,OffsideProvoked,OffsideProvoked,SecondHalf,39.8,35.5,0.0,0.0,Successful
Assane Diao,Como,83,59,Substitution Off,SubstitutionOff,SecondHalf,0.0,0.0,0.0,0.0,Successful
Mattia Liberali,Como,83,59,Substitution On,SubstitutionOn,SecondHalf,0.0,0.0,0.0,0.0,Successful
,Como,84,0,FormationChange,FormationChange,SecondHalf,0.0,0.0,0.0,0.0,Successful
Johan Vásquez,Genoa,84,11,Pass,Pass,SecondHalf,42.9,50.3,44.8,68.4,Successful
Alex Amorim,Genoa,84,13,Pass,Pass,SecondHalf,44.8,68.4,36.3,53.0,Successful
Johan Vásquez,Genoa,84,19,Pass,Pass,SecondHalf,48.2,65.4,53.7,81.1,Successful
Alex Amorim,Genoa,84,23,Pass,Pass,SecondHalf,73.1,89.3,82.9,93.6,Successful
Mikael Ellertsson,Genoa,84,28,BallTouch,BallTouch,SecondHalf,89.7,91.7,0.0,0.0,Successful
Ethan Meichtry,Genoa,84,29,BallTouch,BallTouch,SecondHalf,86.7,93.3,0.0,0.0,Unsuccessful
Yan Couto,Como,84,40,Throw In,Pass,SecondHalf,12.1,0.0,14.5,9.6,Successful
Máximo Perrone,Como,84,42,Pass,Pass,SecondHalf,14.7,10.7,11.3,7.8,Successful
Yan Couto,Como,84,43,Pass,Pass,SecondHalf,11.3,7.8,26.4,6.4,Successful
Mattia Liberali,Como,84,44,BallTouch,BallTouch,SecondHalf,26.4,6.6,0.0,0.0,Unsuccessful
Alex Amorim,Genoa,84,48,Throw In,Pass,SecondHalf,80.3,100.0,67.8,95.0,Successful
Johan Vásquez,Genoa,84,51,Pass,Pass,SecondHalf,67.9,95.0,74.6,97.2,Successful
Alex Amorim,Genoa,84,53,Pass,Pass,SecondHalf,67.9,93.3,49.0,58.5,Successful
Leo Østigård,Genoa,84,58,Pass,Pass,SecondHalf,47.0,55.2,49.6,72.6,Successful
Mikael Ellertsson,Genoa,85,0,Offside,OffsideGiven,SecondHalf,71.4,87.7,0.0,0.0,Unsuccessful
Morten Frendrup,Genoa,85,0,Pass,Pass,SecondHalf,53.2,76.3,57.1,85.6,Successful
Alex Amorim,Genoa,85,6,Pass,Pass,SecondHalf,54.2,70.5,56.5,88.1,Successful
Morten Frendrup,Genoa,85,9,Pass,Pass,SecondHalf,59.6,89.4,68.2,95.0,Successful
Mikael Ellertsson,Genoa,85,11,Pass,Pass,SecondHalf,66.1,95.0,55.5,76.6,Successful
Alex Amorim,Genoa,85,16,Pass,Pass,SecondHalf,61.4,85.1,73.8,93.3,Successful
Morten Frendrup,Genoa,85,19,Pass,Pass,SecondHalf,79.4,94.8,91.9,91.7,Successful
Ethan Meichtry,Genoa,85,22,Pass,Pass,SecondHalf,91.3,91.5,83.4,85.7,Successful
Morten Frendrup,Genoa,85,25,Pass,Pass,SecondHalf,78.8,87.8,76.2,91.7,Successful
Alex Amorim,Genoa,85,27,Cross,Pass,SecondHalf,72.6,87.4,83.6,55.7,Unsuccessful
Luis Milla,Como,85,30,Clearance,Clearance,SecondHalf,15.7,46.8,9.5,20.7,Successful
Yan Couto,Como,85,32,Clearance,Clearance,SecondHalf,7.0,18.9,22.6,0.0,Successful
Alex Amorim,Genoa,85,38,Throw In,Pass,SecondHalf,80.2,100.0,67.8,93.6,Successful
Johan Vásquez,Genoa,85,41,Long Pass,Pass,SecondHalf,65.4,92.9,31.6,65.1,Successful
Leo Østigård,Genoa,85,45,Pass,Pass,SecondHalf,28.7,63.9,27.1,36.9,Successful
Justin Bijlow,Genoa,85,49,Pass,Pass,SecondHalf,27.5,37.0,31.9,22.8,Successful
Kingsley Ehizibue,Genoa,85,55,Pass,Pass,SecondHalf,41.5,39.7,40.1,62.7,Successful
Alex Amorim,Genoa,85,58,Offside,OffsidePass,SecondHalf,46.0,63.8,71.4,87.7,Successful
Mattia Liberali,Como,85,58,OffsideProvoked,OffsideProvoked,SecondHalf,32.3,17.3,0.0,0.0,Successful
Jean Butez,Como,86,32,Long Pass,Pass,SecondHalf,22.6,23.7,81.3,8.5,Unsuccessful
Leo Østigård,Genoa,86,32,Aerial Won,Aerial,SecondHalf,18.7,91.5,0.0,0.0,Successful
Moise Kean,Como,86,32,Aerial Lost,Aerial,SecondHalf,81.3,8.5,0.0,0.0,Unsuccessful
Leo Østigård,Genoa,86,33,Clearance,Clearance,SecondHalf,18.7,91.5,16.7,100.0,Successful
Yan Couto,Como,86,56,Throw In,Pass,SecondHalf,82.0,0.0,64.0,12.4,Successful
Jacobo Ramón,Como,86,57,Pass,Pass,SecondHalf,66.1,12.0,57.6,29.1,Successful
Máximo Perrone,Como,86,59,Pass,Pass,SecondHalf,51.0,27.6,61.5,36.9,Successful
Luis Milla,Como,87,0,Pass,Pass,SecondHalf,61.0,36.0,52.8,8.5,Successful
Jacobo Ramón,Como,87,4,Pass,Pass,SecondHalf,53.3,13.9,43.9,32.4,Successful
Máximo Perrone,Como,87,6,Pass,Pass,SecondHalf,40.7,37.2,42.4,62.1,Successful
Trevoh Chalobah,Como,87,9,Pass,Pass,SecondHalf,42.4,66.2,42.6,79.5,Successful
Álex Valle,Como,87,11,Pass,Pass,SecondHalf,39.8,79.9,29.6,63.6,Successful
Trevoh Chalobah,Como,87,13,Pass,Pass,SecondHalf,36.4,64.6,36.0,30.1,Successful
Jacobo Ramón,Como,87,17,Pass,Pass,SecondHalf,35.8,30.3,39.0,45.7,Successful
Máximo Perrone,Como,87,19,Pass,Pass,SecondHalf,37.1,51.1,13.5,55.9,Successful
Jean Butez,Como,87,24,Pass,Pass,SecondHalf,10.0,55.6,11.9,75.4,Successful
Trevoh Chalobah,Como,87,26,Pass,Pass,SecondHalf,12.2,81.9,22.2,88.3,Successful
Álex Valle,Como,87,29,BallTouch,BallTouch,SecondHalf,20.4,90.3,0.0,0.0,Unsuccessful
Vítinha,Genoa,87,31,ShieldBallOpp,ShieldBallOpp,SecondHalf,69.8,2.9,0.0,0.0,Successful
Vítinha,Genoa,87,34,Throw In,Pass,SecondHalf,68.1,0.0,57.9,5.5,Successful
Kingsley Ehizibue,Genoa,87,42,Pass,Pass,SecondHalf,59.8,24.6,58.1,15.8,Successful
Alex Amorim,Genoa,87,49,Pass,Pass,SecondHalf,59.0,23.0,52.2,30.6,Successful
Leo Østigård,Genoa,87,51,Pass,Pass,SecondHalf,52.2,30.7,54.4,72.3,Successful
Johan Vásquez,Genoa,87,54,Pass,Pass,SecondHalf,57.6,81.1,67.6,95.3,Successful
Mikael Ellertsson,Genoa,87,57,Pass,Pass,SecondHalf,69.0,95.3,73.6,75.9,Successful
Junior Messias,Genoa,87,59,Loss of Possession,Dispossessed,SecondHalf,76.6,76.0,0.0,0.0,Successful
Samuele Ricci,Como,87,59,Successful Tackle,Tackle,SecondHalf,23.4,24.0,0.0,0.0,Successful
Jacobo Ramón,Como,88,0,Ball Recovery,BallRecovery,SecondHalf,20.7,24.9,0.0,0.0,Successful
Jacobo Ramón,Como,88,0,Pass,Pass,SecondHalf,20.7,24.9,25.1,8.2,Successful
Mattia Liberali,Como,88,4,Pass,Pass,SecondHalf,27.5,8.6,18.3,14.7,Successful
Yan Couto,Como,88,8,Pass,Pass,SecondHalf,16.7,13.5,3.4,45.9,Successful
Jean Butez,Como,88,11,Pass,Pass,SecondHalf,5.0,49.9,18.9,70.8,Successful
Trevoh Chalobah,Como,88,14,Pass,Pass,SecondHalf,17.1,71.1,21.8,54.1,Successful
Luis Milla,Como,88,16,Pass,Pass,SecondHalf,21.8,54.1,27.1,64.5,Successful
Maxence Caqueret,Como,88,19,Pass,Pass,SecondHalf,28.9,65.1,32.2,46.6,Successful
Máximo Perrone,Como,88,20,Pass,Pass,SecondHalf,30.4,43.8,38.7,54.4,Successful
Mattia Liberali,Como,88,23,Unsuccessful Dribble,TakeOn,SecondHalf,38.8,54.4,0.0,0.0,Unsuccessful
Vítinha,Genoa,88,24,Pass,Pass,SecondHalf,55.3,24.0,54.3,43.7,Unsuccessful
Maxence Caqueret,Como,88,28,Pass,Pass,SecondHalf,54.6,40.8,56.5,20.2,Successful
Samuele Ricci,Como,88,30,Pass,Pass,SecondHalf,56.5,20.2,52.3,33.7,Successful
Maxence Caqueret,Como,88,31,Pass,Pass,SecondHalf,53.1,33.0,54.0,43.0,Successful
Máximo Perrone,Como,88,33,Pass,Pass,SecondHalf,54.0,43.0,55.9,32.4,Successful
Maxence Caqueret,Como,88,36,Pass,Pass,SecondHalf,61.3,30.6,55.9,18.6,Successful
Samuele Ricci,Como,88,38,Pass,Pass,SecondHalf,56.7,19.9,52.7,28.9,Successful
Máximo Perrone,Como,88,42,Pass,Pass,SecondHalf,53.0,28.9,65.6,34.9,Successful
Maxence Caqueret,Como,88,42,Pass,Pass,SecondHalf,65.3,34.8,59.5,7.2,Successful
Yan Couto,Como,88,44,Long Pass,Pass,SecondHalf,59.2,7.3,78.6,43.8,Successful
Moise Kean,Como,88,47,Pass,Pass,SecondHalf,78.5,44.2,90.4,33.6,Successful
Mattia Liberali,Como,88,48,BallTouch,BallTouch,SecondHalf,94.1,33.7,0.0,0.0,Unsuccessful
Leo Østigård,Genoa,88,49,ShieldBallOpp,ShieldBallOpp,SecondHalf,1.3,69.7,0.0,0.0,Successful
Justin Bijlow,Genoa,89,7,Pass,Pass,SecondHalf,4.8,50.7,9.0,72.9,Successful
Johan Vásquez,Genoa,89,8,Pass,Pass,SecondHalf,10.4,76.0,16.2,93.5,Successful
Ethan Meichtry,Genoa,89,9,Pass,Pass,SecondHalf,16.4,93.6,10.6,82.6,Successful
Johan Vásquez,Genoa,89,9,Pass,Pass,SecondHalf,10.6,82.6,4.1,67.8,Successful
Justin Bijlow,Genoa,89,12,Pass,Pass,SecondHalf,3.9,67.8,4.5,83.0,Successful
Johan Vásquez,Genoa,89,14,Pass,Pass,SecondHalf,6.0,88.6,10.1,95.0,Successful
Ethan Meichtry,Genoa,89,16,Pass,Pass,SecondHalf,10.9,94.1,20.6,95.3,Successful
Mikael Ellertsson,Genoa,89,18,Chipped Pass,Pass,SecondHalf,20.8,94.8,32.2,79.4,Successful
Junior Messias,Genoa,89,21,Aerial Won,Aerial,SecondHalf,32.2,79.4,0.0,0.0,Successful
Máximo Perrone,Como,89,21,Aerial Lost,Aerial,SecondHalf,67.8,20.6,0.0,0.0,Unsuccessful
Junior Messias,Genoa,89,22,Pass,Pass,SecondHalf,32.2,79.4,39.9,78.5,Successful
Milutin Osmajic,Genoa,89,25,Pass,Pass,SecondHalf,44.3,55.7,54.4,11.6,Successful
Vítinha,Genoa,89,29,Pass,Pass,SecondHalf,69.8,27.3,89.3,7.7,Successful
Kingsley Ehizibue,Genoa,89,38,Pass,Pass,SecondHalf,86.5,13.1,75.2,20.7,Successful
Vítinha,Genoa,89,40,Pass,Pass,SecondHalf,81.2,15.9,81.8,4.1,Successful
Kingsley Ehizibue,Genoa,89,43,Pass,Pass,SecondHalf,80.8,6.8,73.0,18.2,Successful
Alex Amorim,Genoa,89,46,Cross,Pass,SecondHalf,76.0,18.8,91.8,40.3,Unsuccessful
Trevoh Chalobah,Como,89,48,Clearance,Clearance,SecondHalf,6.7,51.0,0.0,69.0,Successful
Trevoh Chalobah,Como,89,48,CornerAwarded,CornerAwarded,SecondHalf,3.2,65.4,0.0,0.0,Unsuccessful
Alex Amorim,Genoa,89,48,CornerAwarded,CornerAwarded,SecondHalf,96.8,34.6,0.0,0.0,Successful
Alex Amorim,Genoa,90,8,Key Pass,Pass,SecondHalf,99.5,0.5,89.4,45.4,Successful
Junior Messias,Genoa,90,12,Shot off Target,MissedShots,SecondHalf,89.4,45.4,0.0,0.0,Successful
Jean Butez,Como,90,34,Long Pass,Pass,SecondHalf,4.0,43.2,62.1,31.5,Unsuccessful
Johan Vásquez,Genoa,90,39,Pass,Pass,SecondHalf,40.2,71.8,62.3,85.6,Unsuccessful
Yan Couto,Como,90,42,Long Pass,Pass,SecondHalf,25.9,10.2,84.1,39.9,Unsuccessful
Justin Bijlow,Genoa,90,48,Ball Recovery,BallRecovery,SecondHalf,20.8,56.6,0.0,0.0,Successful
Justin Bijlow,Genoa,90,49,Pass,Pass,SecondHalf,20.8,56.6,21.7,69.9,Successful
Johan Vásquez,Genoa,90,56,Pass,Pass,SecondHalf,30.3,75.9,35.2,91.8,Successful
Ethan Meichtry,Genoa,90,58,Pass,Pass,SecondHalf,36.4,93.9,53.1,94.5,Successful
Mikael Ellertsson,Genoa,91,0,Pass,Pass,SecondHalf,53.4,94.5,56.7,93.8,Unsuccessful
Yan Couto,Como,91,0,BlockedPass,BlockedPass,SecondHalf,43.3,6.2,0.0,0.0,Successful
Mikael Ellertsson,Genoa,91,9,Throw In,Pass,SecondHalf,55.8,100.0,41.1,91.2,Successful
Johan Vásquez,Genoa,91,13,Pass,Pass,SecondHalf,40.7,90.3,26.1,64.2,Successful
Justin Bijlow,Genoa,91,17,Pass,Pass,SecondHalf,29.7,60.5,32.9,29.1,Successful
Leo Østigård,Genoa,91,22,Pass,Pass,SecondHalf,41.5,13.8,56.6,4.1,Successful
Junior Messias,Genoa,91,28,Chipped Pass,Pass,SecondHalf,59.8,21.3,67.2,37.9,Unsuccessful
Jacobo Ramón,Como,91,30,Pass,Pass,SecondHalf,22.8,49.3,32.9,63.4,Successful
Máximo Perrone,Como,91,32,Ball Recovery,BallRecovery,SecondHalf,32.2,63.4,0.0,0.0,Successful
Máximo Perrone,Como,91,32,Pass,Pass,SecondHalf,30.2,62.7,11.9,53.5,Successful
Jean Butez,Como,91,34,Pass,Pass,SecondHalf,11.0,51.1,21.7,63.7,Successful
Máximo Perrone,Como,91,37,Pass,Pass,SecondHalf,21.5,69.7,23.6,91.6,Successful
Álex Valle,Como,91,40,Pass,Pass,SecondHalf,25.3,91.3,15.1,81.3,Successful
Trevoh Chalobah,Como,91,42,Pass,Pass,SecondHalf,13.5,80.5,8.1,52.2,Successful
Jean Butez,Como,91,45,Pass,Pass,SecondHalf,0.8,50.5,6.1,31.9,Successful
Jacobo Ramón,Como,91,49,Chipped Pass,Pass,SecondHalf,12.0,24.6,32.7,53.8,Successful
Máximo Perrone,Como,91,51,Pass,Pass,SecondHalf,32.8,54.0,50.9,34.5,Unsuccessful
Johan Vásquez,Genoa,91,52,Long Pass,Pass,SecondHalf,45.4,67.5,67.0,50.7,Unsuccessful
Luis Milla,Como,91,53,Pass,Pass,SecondHalf,29.3,42.1,37.5,46.0,Successful
Máximo Perrone,Como,91,54,Pass,Pass,SecondHalf,37.5,46.0,24.1,43.6,Successful
Luis Milla,Como,91,57,Loss of Possession,Dispossessed,SecondHalf,27.4,42.2,0.0,0.0,Successful
Junior Messias,Genoa,91,57,Successful Tackle,Tackle,SecondHalf,72.6,57.8,0.0,0.0,Successful
Milutin Osmajic,Genoa,91,58,Ball Recovery,BallRecovery,SecondHalf,73.4,58.2,0.0,0.0,Successful
Milutin Osmajic,Genoa,92,2,BallTouch,BallTouch,SecondHalf,81.0,48.1,0.0,0.0,Unsuccessful
Trevoh Chalobah,Como,92,3,Ball Recovery,BallRecovery,SecondHalf,26.3,55.8,0.0,0.0,Successful
Trevoh Chalobah,Como,92,5,Pass,Pass,SecondHalf,24.2,54.0,20.8,30.5,Successful
Yan Couto,Como,92,10,Pass,Pass,SecondHalf,23.1,13.5,3.8,42.7,Successful
Jean Butez,Como,92,16,Pass,Pass,SecondHalf,3.8,42.7,11.3,81.9,Successful
Álex Valle,Como,92,18,Pass,Pass,SecondHalf,11.3,81.9,23.3,90.7,Successful
Maxence Caqueret,Como,92,19,Pass,Pass,SecondHalf,23.5,90.4,23.4,70.1,Successful
Máximo Perrone,Como,92,21,Pass,Pass,SecondHalf,23.6,76.9,21.2,87.3,Successful
Álex Valle,Como,92,22,Pass,Pass,SecondHalf,21.6,81.6,23.9,67.1,Successful
Luis Milla,Como,92,25,Pass,Pass,SecondHalf,23.4,72.2,22.2,84.0,Successful
Álex Valle,Como,92,27,Pass,Pass,SecondHalf,19.9,82.4,10.8,73.4,Successful
Trevoh Chalobah,Como,92,29,Pass,Pass,SecondHalf,9.0,69.3,4.7,50.2,Successful
Jean Butez,Como,92,32,Pass,Pass,SecondHalf,5.5,36.4,14.5,24.3,Successful
Jacobo Ramón,Como,92,41,Pass,Pass,SecondHalf,21.4,19.0,24.5,32.8,Successful
Samuele Ricci,Como,92,44,Pass,Pass,SecondHalf,21.1,31.2,10.4,40.5,Successful
Luis Milla,Como,92,47,Pass,Pass,SecondHalf,11.1,40.6,18.4,48.6,Successful
Máximo Perrone,Como,92,48,Pass,Pass,SecondHalf,18.4,48.6,2.1,58.3,Successful
Jean Butez,Como,92,50,Pass,Pass,SecondHalf,2.0,57.9,16.6,91.6,Successful
Álex Valle,Como,92,53,Pass,Pass,SecondHalf,19.1,91.8,36.0,94.5,Successful
Samuele Ricci,Como,92,56,Unsuccessful Dribble,TakeOn,SecondHalf,40.2,94.8,0.0,0.0,Unsuccessful
Kingsley Ehizibue,Genoa,92,56,Successful Tackle,Tackle,SecondHalf,59.8,5.2,0.0,0.0,Successful
,Genoa,93,2,End,End,SecondHalf,0.0,0.0,0.0,0.0,Successful
,Como,93,2,End,End,SecondHalf,0.0,0.0,0.0,0.0,Successful
,Como,0,0,End,End,FirstHalf,0.0,0.0,0.0,0.0,Successful
,Genoa,0,0,End,End,FirstHalf,0.0,0.0,0.0,0.0,Successful
,Como,0,0,FormationSet,FormationSet,FirstHalf,0.0,0.0,0.0,0.0,Successful
,Genoa,0,0,FormationSet,FormationSet,FirstHalf,0.0,0.0,0.0,0.0,Successful
