player,team,minute,second,event,raw_event,period,x,y,endX,endY,outcome
Dean Huijsen,Real Madrid,76,3,Pass,Pass,SecondHalf,39.3,72.3,55.5,67.8,Successful
Jude Bellingham,Real Madrid,76,6,Pass,Pass,SecondHalf,55.5,67.8,49.8,89.5,Successful
Marc Cucurella,Real Madrid,76,7,Pass,Pass,SecondHalf,49.8,89.5,59.1,93.6,Successful
Kylian Mbappé,Real Madrid,76,8,Pass,Pass,SecondHalf,59.1,93.6,65.1,79.8,Successful
Federico Valverde,Real Madrid,76,9,Pass,Pass,SecondHalf,65.4,79.9,74.6,93.4,Successful
Vinícius Júnior,Real Madrid,76,14,Unsuccessful Dribble,TakeOn,SecondHalf,91.4,77.8,0.0,0.0,Unsuccessful
Vanja Drkusic,Espanyol,76,14,Successful Tackle,Tackle,SecondHalf,8.5,22.3,0.0,0.0,Successful
Vinícius Júnior,Real Madrid,76,15,CornerAwarded,CornerAwarded,SecondHalf,91.2,78.0,0.0,0.0,Successful
Vanja Drkusic,Espanyol,76,15,CornerAwarded,CornerAwarded,SecondHalf,8.7,22.1,0.0,0.0,Unsuccessful
Bernardo Silva,Real Madrid,76,43,Cross,Pass,SecondHalf,99.5,99.5,87.1,53.8,Unsuccessful
Roberto Fernández,Espanyol,76,43,Clearance,Clearance,SecondHalf,6.0,41.5,25.0,0.0,Successful
Bernardo Silva,Real Madrid,76,48,Throw In,Pass,SecondHalf,72.2,100.0,62.7,90.1,Successful
Federico Valverde,Real Madrid,76,52,Pass,Pass,SecondHalf,62.7,90.1,67.9,96.3,Successful
Bernardo Silva,Real Madrid,76,53,Chipped Pass,Pass,SecondHalf,67.9,96.3,54.3,81.7,Successful
Federico Valverde,Real Madrid,76,55,Pass,Pass,SecondHalf,54.0,81.1,52.5,59.2,Successful
Marc Cucurella,Real Madrid,76,57,Pass,Pass,SecondHalf,52.5,59.2,58.5,27.6,Successful
Ibrahima Konaté,Real Madrid,76,59,Pass,Pass,SecondHalf,58.5,27.6,78.9,8.7,Successful
Yan Diomande,Real Madrid,77,7,Cross,Pass,SecondHalf,89.2,23.5,90.1,28.8,Unsuccessful
Edu Expósito,Espanyol,77,8,Clearance,Clearance,SecondHalf,9.9,71.2,0.0,0.0,Successful
Federico Valverde,Real Madrid,77,11,ShotOnPost,ShotOnPost,SecondHalf,80.8,51.6,0.0,0.0,Successful
Marko Dmitrovic,Espanyol,77,34,Long Pass,Pass,SecondHalf,4.3,53.5,57.8,66.2,Unsuccessful
Denzel Dumfries,Real Madrid,77,38,Pass,Pass,SecondHalf,30.7,32.4,46.1,33.3,Unsuccessful
Edu Expósito,Espanyol,77,39,Interception,Interception,SecondHalf,53.9,66.7,0.0,0.0,Successful
Jude Bellingham,Real Madrid,77,40,Ball Recovery,BallRecovery,SecondHalf,46.1,33.3,0.0,0.0,Successful
Jude Bellingham,Real Madrid,77,42,Key Pass,Pass,SecondHalf,55.9,34.3,76.1,66.1,Successful
Kylian Mbappé,Real Madrid,77,47,Shot on Target,SavedShot,SecondHalf,85.3,58.6,0.0,0.0,Successful
Omar El Hilali,Espanyol,77,47,Save,Save,SecondHalf,11.8,43.0,0.0,0.0,Successful
Rafel Bauzà,Espanyol,77,51,Ball Recovery,BallRecovery,SecondHalf,33.7,51.2,0.0,0.0,Successful
Rafel Bauzà,Espanyol,77,52,Pass,Pass,SecondHalf,33.7,51.2,29.2,46.5,Successful
Bernardo Silva,Real Madrid,77,53,Challenge,Challenge,SecondHalf,65.2,47.0,0.0,0.0,Unsuccessful
Edu Expósito,Espanyol,77,53,Successful Dribble,TakeOn,SecondHalf,34.8,53.0,0.0,0.0,Successful
Edu Expósito,Espanyol,77,55,BallTouch,BallTouch,SecondHalf,27.4,48.8,0.0,0.0,Unsuccessful
Jude Bellingham,Real Madrid,77,56,Successful Dribble,TakeOn,SecondHalf,65.9,47.0,0.0,0.0,Successful
Edu Expósito,Espanyol,77,56,Challenge,Challenge,SecondHalf,34.0,53.0,0.0,0.0,Unsuccessful
Jude Bellingham,Real Madrid,77,57,Ball Recovery,BallRecovery,SecondHalf,62.5,42.0,0.0,0.0,Successful
Jude Bellingham,Real Madrid,77,57,Long Pass,Pass,SecondHalf,62.5,42.0,93.8,30.3,Successful
Kylian Mbappé,Real Madrid,78,1,Pass,Pass,SecondHalf,96.6,27.3,87.7,16.8,Successful
Yan Diomande,Real Madrid,78,5,Unsuccessful Dribble,TakeOn,SecondHalf,86.4,22.9,0.0,0.0,Unsuccessful
Vanja Drkusic,Espanyol,78,5,Was Dribbled,Tackle,SecondHalf,13.6,77.2,0.0,0.0,Unsuccessful
Bernardo Silva,Real Madrid,78,10,Pass,Pass,SecondHalf,70.8,24.6,74.8,14.2,Successful
Yan Diomande,Real Madrid,78,13,Pass,Pass,SecondHalf,63.2,22.3,54.1,56.8,Successful
Dean Huijsen,Real Madrid,78,17,Pass,Pass,SecondHalf,54.1,56.8,55.1,37.0,Successful
Ibrahima Konaté,Real Madrid,78,19,Pass,Pass,SecondHalf,55.1,37.0,63.5,36.7,Successful
Federico Valverde,Real Madrid,78,21,Pass,Pass,SecondHalf,66.3,30.0,78.1,22.6,Successful
Kylian Mbappé,Real Madrid,78,25,Pass,Pass,SecondHalf,79.1,26.2,86.5,51.0,Unsuccessful
Pol Lozano,Espanyol,78,28,Clearance,Clearance,SecondHalf,16.2,53.8,20.5,61.8,Successful
Roberto Fernández,Espanyol,78,29,Ball Recovery,BallRecovery,SecondHalf,25.6,63.0,0.0,0.0,Successful
Roberto Fernández,Espanyol,78,30,Pass,Pass,SecondHalf,33.9,61.7,37.3,62.1,Unsuccessful
Ibrahima Konaté,Real Madrid,78,31,BlockedPass,BlockedPass,SecondHalf,62.7,37.9,0.0,0.0,Successful
Ibrahima Konaté,Real Madrid,78,37,Ball Recovery,BallRecovery,SecondHalf,53.6,31.8,0.0,0.0,Successful
Ibrahima Konaté,Real Madrid,78,37,Foul,Foul,SecondHalf,58.7,34.6,0.0,0.0,Successful
Roberto Fernández,Espanyol,78,37,Foul,Foul,SecondHalf,41.3,65.4,0.0,0.0,Unsuccessful
Bernardo Silva,Real Madrid,79,2,Substitution Off,SubstitutionOff,SecondHalf,0.0,0.0,0.0,0.0,Successful
Eduardo Camavinga,Real Madrid,79,2,Substitution On,SubstitutionOn,SecondHalf,0.0,0.0,0.0,0.0,Successful
Denzel Dumfries,Real Madrid,79,14,Substitution Off,SubstitutionOff,SecondHalf,0.0,0.0,0.0,0.0,Successful
Trent Alexander-Arnold,Real Madrid,79,14,Substitution On,SubstitutionOn,SecondHalf,0.0,0.0,0.0,0.0,Successful
Jude Bellingham,Real Madrid,79,15,Substitution Off,SubstitutionOff,SecondHalf,0.0,0.0,0.0,0.0,Successful
Carlos Espí,Real Madrid,79,15,Substitution On,SubstitutionOn,SecondHalf,0.0,0.0,0.0,0.0,Successful
Federico Valverde,Real Madrid,79,27,Pass,Pass,SecondHalf,54.9,37.6,54.7,24.7,Successful
Eduardo Camavinga,Real Madrid,79,28,Pass,Pass,SecondHalf,54.7,24.7,72.7,4.8,Successful
Yan Diomande,Real Madrid,79,31,Long Pass,Pass,SecondHalf,72.7,4.8,45.3,33.4,Successful
Ibrahima Konaté,Real Madrid,79,36,Pass,Pass,SecondHalf,50.0,39.9,52.1,62.6,Successful
Dean Huijsen,Real Madrid,79,37,Pass,Pass,SecondHalf,57.6,66.9,57.5,87.6,Successful
Marc Cucurella,Real Madrid,79,39,Pass,Pass,SecondHalf,57.5,87.6,44.2,66.4,Successful
Dean Huijsen,Real Madrid,79,41,Pass,Pass,SecondHalf,43.2,66.7,41.7,30.3,Successful
Eduardo Camavinga,Real Madrid,79,47,Pass,Pass,SecondHalf,57.4,26.8,52.9,63.3,Successful
Dean Huijsen,Real Madrid,79,54,Pass,Pass,SecondHalf,53.0,56.8,51.6,42.0,Successful
Ibrahima Konaté,Real Madrid,79,57,Pass,Pass,SecondHalf,56.7,35.7,57.1,17.8,Successful
Eduardo Camavinga,Real Madrid,79,59,Pass,Pass,SecondHalf,57.1,17.8,70.2,18.3,Successful
Trent Alexander-Arnold,Real Madrid,80,1,Pass,Pass,SecondHalf,70.2,18.4,57.3,18.3,Successful
Eduardo Camavinga,Real Madrid,80,4,Pass,Pass,SecondHalf,57.9,31.5,46.3,61.2,Successful
Dean Huijsen,Real Madrid,80,8,Pass,Pass,SecondHalf,58.0,63.6,58.1,89.7,Successful
Marc Cucurella,Real Madrid,80,11,Pass,Pass,SecondHalf,58.0,91.3,70.0,100.0,Unsuccessful
Omar El Hilali,Espanyol,80,24,Long Pass,Pass,SecondHalf,37.5,0.0,59.5,22.1,Successful
Rafel Bauzà,Espanyol,80,28,Pass,Pass,SecondHalf,62.2,22.6,66.7,8.6,Successful
Pere Milla,Espanyol,80,31,BallTouch,BallTouch,SecondHalf,65.4,5.3,0.0,0.0,Unsuccessful
Marc Cucurella,Real Madrid,80,35,Throw In,Pass,SecondHalf,27.3,100.0,19.7,88.6,Successful
Eduardo Camavinga,Real Madrid,80,45,Pass,Pass,SecondHalf,29.6,76.9,25.5,54.1,Successful
Ibrahima Konaté,Real Madrid,80,47,Pass,Pass,SecondHalf,25.5,54.1,35.8,34.0,Successful
Federico Valverde,Real Madrid,80,50,Long Pass,Pass,SecondHalf,35.8,34.0,65.9,3.7,Successful
Yan Diomande,Real Madrid,80,55,Pass,Pass,SecondHalf,66.3,6.0,63.7,16.5,Successful
Trent Alexander-Arnold,Real Madrid,80,57,Cross,Pass,SecondHalf,66.0,17.2,84.8,51.0,Successful
Carlos Espí,Real Madrid,81,1,Key Pass,Pass,SecondHalf,84.8,51.0,82.0,51.7,Successful
Kylian Mbappé,Real Madrid,81,1,Shot off Target,MissedShots,SecondHalf,82.0,51.7,0.0,0.0,Successful
Marko Dmitrovic,Espanyol,81,26,Long Pass,Pass,SecondHalf,4.5,42.0,59.8,48.9,Unsuccessful
Ibrahima Konaté,Real Madrid,81,30,Aerial Won,Aerial,SecondHalf,40.2,51.1,0.0,0.0,Successful
Roberto Fernández,Espanyol,81,30,Aerial Lost,Aerial,SecondHalf,59.8,48.9,0.0,0.0,Unsuccessful
Ibrahima Konaté,Real Madrid,81,30,Interception,Interception,SecondHalf,30.0,49.5,0.0,0.0,Successful
Eduardo Camavinga,Real Madrid,81,32,BallTouch,BallTouch,SecondHalf,31.5,64.6,0.0,0.0,Unsuccessful
Rafel Bauzà,Espanyol,81,34,Foul,Foul,SecondHalf,67.2,31.6,0.0,0.0,Successful
Eduardo Camavinga,Real Madrid,81,34,Foul,Foul,SecondHalf,32.8,68.4,0.0,0.0,Unsuccessful
Pere Milla,Espanyol,82,0,Offside,OffsideGiven,SecondHalf,88.5,50.9,0.0,0.0,Unsuccessful
Edu Expósito,Espanyol,82,18,Offside,OffsidePass,SecondHalf,65.7,23.9,88.5,50.9,Successful
Dean Huijsen,Real Madrid,82,18,OffsideProvoked,OffsideProvoked,SecondHalf,18.7,49.7,0.0,0.0,Successful
Thibaut Courtois,Real Madrid,82,42,Long Pass,Pass,SecondHalf,13.7,55.5,34.4,95.4,Successful
Marc Cucurella,Real Madrid,82,45,Pass,Pass,SecondHalf,35.0,96.3,38.6,66.1,Successful
Pol Lozano,Espanyol,82,46,Challenge,Challenge,SecondHalf,46.0,32.5,0.0,0.0,Unsuccessful
Kylian Mbappé,Real Madrid,82,46,Successful Dribble,TakeOn,SecondHalf,54.0,67.4,0.0,0.0,Successful
Kylian Mbappé,Real Madrid,82,48,Loss of Possession,Dispossessed,SecondHalf,55.6,62.6,0.0,0.0,Successful
Edu Expósito,Espanyol,82,48,Successful Tackle,Tackle,SecondHalf,44.4,37.4,0.0,0.0,Successful
Edu Expósito,Espanyol,82,49,Ball Recovery,BallRecovery,SecondHalf,42.3,40.4,0.0,0.0,Successful
Edu Expósito,Espanyol,82,51,Pass,Pass,SecondHalf,44.6,34.7,58.5,17.3,Successful
Pere Milla,Espanyol,82,52,Pass,Pass,SecondHalf,58.5,17.3,50.7,15.9,Successful
Edu Expósito,Espanyol,82,55,Long Pass,Pass,SecondHalf,52.0,16.6,85.2,28.3,Unsuccessful
Dean Huijsen,Real Madrid,82,58,Pass,Pass,SecondHalf,9.6,70.2,21.1,81.1,Successful
Federico Valverde,Real Madrid,83,0,Pass,Pass,SecondHalf,21.1,81.1,11.6,52.0,Successful
Ibrahima Konaté,Real Madrid,83,2,Ball Recovery,BallRecovery,SecondHalf,11.6,52.0,0.0,0.0,Successful
Ibrahima Konaté,Real Madrid,83,7,Unsuccessful Dribble,TakeOn,SecondHalf,38.8,49.9,0.0,0.0,Unsuccessful
Rafel Bauzà,Espanyol,83,7,Successful Tackle,Tackle,SecondHalf,61.2,50.1,0.0,0.0,Successful
Rafel Bauzà,Espanyol,83,10,BallTouch,BallTouch,SecondHalf,59.6,53.8,0.0,0.0,Unsuccessful
Federico Valverde,Real Madrid,83,10,Unsuccessful Dribble,TakeOn,SecondHalf,39.2,51.7,0.0,0.0,Unsuccessful
Rafel Bauzà,Espanyol,83,11,Successful Tackle,Tackle,SecondHalf,60.8,48.3,0.0,0.0,Successful
Rafel Bauzà,Espanyol,83,11,Pass,Pass,SecondHalf,56.6,58.9,66.3,54.5,Successful
Roberto Fernández,Espanyol,83,13,Ball Recovery,BallRecovery,SecondHalf,66.3,54.5,0.0,0.0,Successful
Roberto Fernández,Espanyol,83,13,Pass,Pass,SecondHalf,66.6,53.9,65.6,47.6,Successful
Pere Milla,Espanyol,83,15,Pass,Pass,SecondHalf,65.9,45.9,72.2,27.1,Successful
Rafel Bauzà,Espanyol,83,18,Pass,Pass,SecondHalf,80.6,24.8,90.0,13.0,Successful
Omar El Hilali,Espanyol,83,20,Pass,Pass,SecondHalf,88.7,18.9,85.8,32.3,Unsuccessful
Federico Valverde,Real Madrid,83,21,Clearance,Clearance,SecondHalf,9.6,67.8,15.9,94.9,Successful
Marc Cucurella,Real Madrid,83,24,Ball Recovery,BallRecovery,SecondHalf,15.9,94.9,0.0,0.0,Successful
Marc Cucurella,Real Madrid,83,25,Pass,Pass,SecondHalf,15.9,94.9,27.8,93.1,Successful
Vinícius Júnior,Real Madrid,83,28,Foul,Foul,SecondHalf,31.2,80.2,0.0,0.0,Successful
Edu Expósito,Espanyol,83,28,Foul,Foul,SecondHalf,68.8,19.8,0.0,0.0,Unsuccessful
Edu Expósito,Espanyol,83,33,Card,Card,SecondHalf,0.0,0.0,0.0,0.0,Successful
Dean Huijsen,Real Madrid,83,53,Pass,Pass,SecondHalf,27.5,68.5,42.2,61.0,Successful
Eduardo Camavinga,Real Madrid,83,54,Pass,Pass,SecondHalf,43.2,61.0,37.7,26.1,Successful
Ibrahima Konaté,Real Madrid,83,56,Pass,Pass,SecondHalf,37.7,26.1,46.4,10.8,Successful
Trent Alexander-Arnold,Real Madrid,83,58,Pass,Pass,SecondHalf,44.9,23.5,40.0,59.7,Successful
Dean Huijsen,Real Madrid,84,2,Pass,Pass,SecondHalf,40.7,62.8,40.9,34.3,Successful
Ibrahima Konaté,Real Madrid,84,6,Pass,Pass,SecondHalf,43.0,28.0,63.0,27.6,Successful
Trent Alexander-Arnold,Real Madrid,84,10,Pass,Pass,SecondHalf,58.1,35.1,44.4,42.0,Successful
Eduardo Camavinga,Real Madrid,84,13,Pass,Pass,SecondHalf,42.6,43.5,51.5,66.9,Successful
Dean Huijsen,Real Madrid,84,16,Pass,Pass,SecondHalf,52.6,67.3,70.5,70.3,Successful
Vinícius Júnior,Real Madrid,84,18,Pass,Pass,SecondHalf,70.5,70.3,86.4,68.7,Successful
Kylian Mbappé,Real Madrid,84,21,Pass,Pass,SecondHalf,86.4,68.7,97.1,49.8,Unsuccessful
Marko Dmitrovic,Espanyol,84,23,KeeperPickup,KeeperPickup,SecondHalf,5.7,48.2,0.0,0.0,Successful
Marko Dmitrovic,Espanyol,84,36,Long Pass,Pass,SecondHalf,12.2,49.1,65.0,67.0,Unsuccessful
Trent Alexander-Arnold,Real Madrid,84,42,Chipped Pass,Pass,SecondHalf,34.8,23.2,48.2,56.7,Unsuccessful
Pere Milla,Espanyol,84,43,Chipped Pass,Pass,SecondHalf,47.4,43.3,50.2,50.8,Successful
Pol Lozano,Espanyol,84,45,Pass,Pass,SecondHalf,52.1,53.0,61.2,63.8,Successful
Rafel Bauzà,Espanyol,84,48,Pass,Pass,SecondHalf,61.6,70.0,76.8,88.4,Successful
Tyrhys Dolan,Espanyol,84,56,Loss of Possession,Dispossessed,SecondHalf,90.1,83.6,0.0,0.0,Successful
Trent Alexander-Arnold,Real Madrid,84,56,Successful Tackle,Tackle,SecondHalf,9.8,16.3,0.0,0.0,Successful
Trent Alexander-Arnold,Real Madrid,84,58,Foul,Foul,SecondHalf,11.9,13.3,0.0,0.0,Successful
Tyrhys Dolan,Espanyol,84,58,Foul,Foul,SecondHalf,88.1,86.7,0.0,0.0,Unsuccessful
Eduardo Camavinga,Real Madrid,85,9,Pass,Pass,SecondHalf,17.6,10.9,12.5,35.5,Successful
Ibrahima Konaté,Real Madrid,85,12,Pass,Pass,SecondHalf,13.1,36.9,18.2,70.8,Successful
Dean Huijsen,Real Madrid,85,16,Pass,Pass,SecondHalf,28.4,69.3,43.3,67.5,Successful
Kylian Mbappé,Real Madrid,85,18,Pass,Pass,SecondHalf,42.9,67.6,40.1,93.4,Successful
Marc Cucurella,Real Madrid,85,21,Pass,Pass,SecondHalf,40.1,93.4,32.5,67.3,Successful
Dean Huijsen,Real Madrid,85,24,Pass,Pass,SecondHalf,32.5,67.3,32.5,38.5,Successful
Ibrahima Konaté,Real Madrid,85,26,Pass,Pass,SecondHalf,32.5,38.5,34.9,12.6,Successful
Trent Alexander-Arnold,Real Madrid,85,29,Long Pass,Pass,SecondHalf,34.9,12.6,90.6,18.6,Successful
Carlos Espí,Real Madrid,85,34,Pass,Pass,SecondHalf,90.6,15.1,79.3,4.3,Successful
Yan Diomande,Real Madrid,85,44,Cross,Pass,SecondHalf,90.1,23.4,93.0,49.9,Unsuccessful
Unai Núñez,Espanyol,85,45,Clearance,Clearance,SecondHalf,5.0,55.0,16.0,100.0,Successful
Trent Alexander-Arnold,Real Madrid,85,52,Throw In,Pass,SecondHalf,89.7,0.0,73.0,7.2,Successful
Eduardo Camavinga,Real Madrid,85,52,Pass,Pass,SecondHalf,73.0,7.2,84.3,3.1,Successful
Trent Alexander-Arnold,Real Madrid,85,53,Pass,Pass,SecondHalf,84.3,3.1,66.7,4.2,Successful
Eduardo Camavinga,Real Madrid,85,56,Pass,Pass,SecondHalf,68.4,9.3,55.3,34.8,Successful
Ibrahima Konaté,Real Madrid,85,58,Pass,Pass,SecondHalf,55.3,34.8,53.3,64.5,Successful
Dean Huijsen,Real Madrid,86,5,Pass,Pass,SecondHalf,65.2,67.6,69.8,74.5,Successful
Marc Cucurella,Real Madrid,86,7,Pass,Pass,SecondHalf,69.8,74.5,55.9,79.3,Successful
Federico Valverde,Real Madrid,86,9,Pass,Pass,SecondHalf,55.9,79.3,70.7,91.0,Successful
Kylian Mbappé,Real Madrid,86,15,Long Pass,Pass,SecondHalf,68.2,76.0,71.3,24.1,Unsuccessful
Tyrhys Dolan,Espanyol,86,18,Clearance,Clearance,SecondHalf,25.3,67.7,33.1,91.8,Successful
Trent Alexander-Arnold,Real Madrid,86,23,Long Pass,Pass,SecondHalf,63.0,8.1,65.4,100.0,Unsuccessful
Edu Expósito,Espanyol,87,7,Substitution Off,SubstitutionOff,SecondHalf,0.0,0.0,0.0,0.0,Successful
Jofre Carreras,Espanyol,87,7,Substitution On,SubstitutionOn,SecondHalf,0.0,0.0,0.0,0.0,Successful
Omar El Hilali,Espanyol,87,21,Long Pass,Pass,SecondHalf,29.3,0.0,52.7,13.9,Unsuccessful
Marc Cucurella,Real Madrid,87,25,Interception,Interception,SecondHalf,47.3,86.1,0.0,0.0,Successful
Jofre Carreras,Espanyol,87,26,Loss of Possession,Dispossessed,SecondHalf,58.0,10.2,0.0,0.0,Successful
Marc Cucurella,Real Madrid,87,26,Was Dribbled,Tackle,SecondHalf,42.0,89.7,0.0,0.0,Unsuccessful
Jofre Carreras,Espanyol,87,27,BallTouch,BallTouch,SecondHalf,54.6,13.9,0.0,0.0,Successful
Federico Valverde,Real Madrid,87,27,Pass,Pass,SecondHalf,39.5,92.1,35.5,79.5,Successful
Eduardo Camavinga,Real Madrid,87,29,Ball Recovery,BallRecovery,SecondHalf,35.5,79.5,0.0,0.0,Successful
Eduardo Camavinga,Real Madrid,87,29,Pass,Pass,SecondHalf,35.5,79.5,12.1,57.3,Successful
Thibaut Courtois,Real Madrid,87,33,Pass,Pass,SecondHalf,20.3,60.1,22.8,45.0,Successful
Ibrahima Konaté,Real Madrid,87,37,Pass,Pass,SecondHalf,26.4,46.9,32.9,80.7,Successful
Dean Huijsen,Real Madrid,87,43,Pass,Pass,SecondHalf,38.0,67.9,34.7,39.9,Successful
Ibrahima Konaté,Real Madrid,87,50,Pass,Pass,SecondHalf,45.4,52.0,48.8,77.4,Successful
Dean Huijsen,Real Madrid,87,52,Pass,Pass,SecondHalf,54.7,73.9,58.0,91.9,Successful
Marc Cucurella,Real Madrid,87,54,Pass,Pass,SecondHalf,57.5,90.9,39.3,79.8,Successful
Dean Huijsen,Real Madrid,87,58,Chipped Pass,Pass,SecondHalf,40.3,69.7,65.8,55.0,Successful
Carlos Espí,Real Madrid,88,1,BallTouch,BallTouch,SecondHalf,65.8,55.5,0.0,0.0,Unsuccessful
Pol Lozano,Espanyol,88,1,Ball Recovery,BallRecovery,SecondHalf,33.3,39.2,0.0,0.0,Successful
Pol Lozano,Espanyol,88,2,Pass,Pass,SecondHalf,33.9,39.1,45.6,53.2,Successful
Pere Milla,Espanyol,88,6,Pass,Pass,SecondHalf,69.5,67.4,79.5,91.4,Successful
Tyrhys Dolan,Espanyol,88,11,Cross,Pass,SecondHalf,81.4,90.5,89.2,55.0,Unsuccessful
Ibrahima Konaté,Real Madrid,88,13,Clearance,Clearance,SecondHalf,10.6,47.8,30.7,53.4,Successful
Pol Lozano,Espanyol,88,15,Pass,Pass,SecondHalf,69.8,40.3,66.6,56.2,Successful
Rafel Bauzà,Espanyol,88,17,Pass,Pass,SecondHalf,65.7,56.8,54.8,50.3,Successful
Unai Núñez,Espanyol,88,19,Pass,Pass,SecondHalf,54.8,50.3,43.0,32.9,Successful
Vanja Drkusic,Espanyol,88,21,Pass,Pass,SecondHalf,41.1,31.2,12.5,42.7,Successful
Marko Dmitrovic,Espanyol,88,24,Long Pass,Pass,SecondHalf,12.8,42.7,61.8,34.7,Unsuccessful
Dean Huijsen,Real Madrid,88,28,Aerial Won,Aerial,SecondHalf,38.2,65.3,0.0,0.0,Successful
Pere Milla,Espanyol,88,28,Aerial Lost,Aerial,SecondHalf,61.8,34.7,0.0,0.0,Unsuccessful
Dean Huijsen,Real Madrid,88,29,BallTouch,BallTouch,SecondHalf,33.8,56.2,0.0,0.0,Successful
Marc Cucurella,Real Madrid,88,31,Ball Recovery,BallRecovery,SecondHalf,29.5,72.9,0.0,0.0,Successful
Marc Cucurella,Real Madrid,88,31,Pass,Pass,SecondHalf,29.5,72.9,34.1,60.0,Successful
Dean Huijsen,Real Madrid,88,34,Pass,Pass,SecondHalf,33.7,59.4,32.6,32.1,Successful
Trent Alexander-Arnold,Real Madrid,88,38,Long Pass,Pass,SecondHalf,36.8,32.2,75.5,63.3,Unsuccessful
Vanja Drkusic,Espanyol,88,41,Clearance,Clearance,SecondHalf,19.6,41.8,29.6,44.7,Successful
Pol Lozano,Espanyol,88,44,Ball Recovery,BallRecovery,SecondHalf,29.7,41.8,0.0,0.0,Successful
Pol Lozano,Espanyol,88,45,Pass,Pass,SecondHalf,34.1,36.8,37.5,14.2,Successful
Jofre Carreras,Espanyol,88,48,Pass,Pass,SecondHalf,37.5,14.2,35.1,22.6,Successful
Pol Lozano,Espanyol,88,51,Pass,Pass,SecondHalf,36.7,24.8,36.5,16.5,Successful
Jofre Carreras,Espanyol,88,55,Pass,Pass,SecondHalf,45.4,16.8,57.2,26.5,Unsuccessful
Dean Huijsen,Real Madrid,88,57,Interception,Interception,SecondHalf,42.8,73.5,0.0,0.0,Successful
Federico Valverde,Real Madrid,88,58,Pass,Pass,SecondHalf,36.1,79.8,33.5,66.9,Successful
Eduardo Camavinga,Real Madrid,89,0,Ball Recovery,BallRecovery,SecondHalf,38.0,63.4,0.0,0.0,Successful
Eduardo Camavinga,Real Madrid,89,4,Pass,Pass,SecondHalf,60.1,72.9,53.1,43.9,Successful
Trent Alexander-Arnold,Real Madrid,89,6,Pass,Pass,SecondHalf,53.9,45.0,55.6,56.4,Successful
Federico Valverde,Real Madrid,89,11,Pass,Pass,SecondHalf,66.6,56.8,75.7,44.8,Successful
Carlos Espí,Real Madrid,89,12,Pass,Pass,SecondHalf,75.7,44.8,79.0,48.6,Unsuccessful
Vanja Drkusic,Espanyol,89,12,Clearance,Clearance,SecondHalf,17.8,50.5,20.5,55.3,Successful
Vinícius Júnior,Real Madrid,89,14,BallTouch,BallTouch,SecondHalf,78.4,41.2,0.0,0.0,Unsuccessful
Tyrhys Dolan,Espanyol,89,17,Ball Recovery,BallRecovery,SecondHalf,29.3,64.4,0.0,0.0,Successful
Tyrhys Dolan,Espanyol,89,19,Pass,Pass,SecondHalf,38.1,67.7,48.6,67.0,Successful
Pere Milla,Espanyol,89,22,Loss of Possession,Dispossessed,SecondHalf,52.6,66.0,0.0,0.0,Successful
Eduardo Camavinga,Real Madrid,89,22,Successful Tackle,Tackle,SecondHalf,47.4,34.0,0.0,0.0,Successful
Dean Huijsen,Real Madrid,89,23,Pass,Pass,SecondHalf,39.2,40.8,48.9,39.0,Successful
Federico Valverde,Real Madrid,89,26,Ball Recovery,BallRecovery,SecondHalf,48.6,35.5,0.0,0.0,Successful
Federico Valverde,Real Madrid,89,28,Pass,Pass,SecondHalf,56.8,30.9,77.8,25.3,Successful
Vinícius Júnior,Real Madrid,89,32,Pass,Pass,SecondHalf,74.9,34.9,77.1,35.5,Unsuccessful
Unai Núñez,Espanyol,89,32,BlockedPass,BlockedPass,SecondHalf,22.9,64.5,0.0,0.0,Successful
Vinícius Júnior,Real Madrid,89,33,Unsuccessful Dribble,TakeOn,SecondHalf,76.6,43.0,0.0,0.0,Unsuccessful
Pol Lozano,Espanyol,89,34,Successful Tackle,Tackle,SecondHalf,23.4,57.0,0.0,0.0,Successful
Unai Núñez,Espanyol,89,36,Clearance,Clearance,SecondHalf,18.1,52.0,39.8,49.1,Successful
Roberto Fernández,Espanyol,89,37,Aerial Won,Aerial,SecondHalf,39.8,49.1,0.0,0.0,Successful
Dean Huijsen,Real Madrid,89,37,Aerial Lost,Aerial,SecondHalf,60.2,50.9,0.0,0.0,Unsuccessful
Roberto Fernández,Espanyol,89,37,BallTouch,BallTouch,SecondHalf,38.8,48.6,0.0,0.0,Unsuccessful
Ibrahima Konaté,Real Madrid,89,42,Pass,Pass,SecondHalf,48.0,53.2,52.6,34.5,Successful
Trent Alexander-Arnold,Real Madrid,89,44,Pass,Pass,SecondHalf,53.6,32.5,65.9,30.0,Successful
Eduardo Camavinga,Real Madrid,89,45,Pass,Pass,SecondHalf,62.4,30.0,74.7,6.3,Successful
Yan Diomande,Real Madrid,89,49,Pass,Pass,SecondHalf,76.8,8.7,79.8,36.3,Successful
Kylian Mbappé,Real Madrid,89,50,BallTouch,BallTouch,SecondHalf,86.6,35.4,0.0,0.0,Unsuccessful
Tyrhys Dolan,Espanyol,89,51,BallTouch,BallTouch,SecondHalf,9.3,61.7,0.0,0.0,Unsuccessful
Tyrhys Dolan,Espanyol,89,52,Error,Error,SecondHalf,7.4,63.8,0.0,0.0,Successful
